Class,Accession,Pangolin,Collection_Date,Nuc_Completeness,Host,Length,PangoVersions
1,ON313288.1,B.1.1.529,2022-02-10,complete,Homo sapiens,29775,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OY682273.1,B.1.1.529,2021-12-29,complete,Homo sapiens,29768,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM618887.1,B.1.1.529,2022-01-24,complete,Homo sapiens,29794,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON071418.1,B.1.1.529,2022-02-22,complete,Homo sapiens,29687,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON188710.1,B.1.1.529,2022-01-26,complete,Homo sapiens,29784,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON071598.1,B.1.1.529,2022-02-03,complete,Homo sapiens,29781,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON313474.1,B.1.1.529,2022-02-07,complete,Homo sapiens,29779,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OY654221.1,B.1.1.529,2022-02-03,complete,Homo sapiens,29841,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM352758.1,B.1.1.529,2021-12-30,complete,Homo sapiens,29820,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM272714.1,B.1.1.529,2021-12-29,complete,Homo sapiens,29799,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM245694.1,B.1.1.529,2021-12-20,complete,Homo sapiens,29770,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OX448661.1,B.1.1.529,2022-01-24,complete,Homo sapiens,29903,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OP880032.1,B.1.1.529,2022-10-21,complete,Homo sapiens,29750,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OP234120.1,B.1.1.529,2022-07-13,complete,Homo sapiens,29784,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OX318571.1,B.1.1.529,2021-12-27,complete,Homo sapiens,29903,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM261823.1,B.1.1.529,2021-12-28,complete,Homo sapiens,29799,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM566129.1,B.1.1.529,2022-01-19,complete,Homo sapiens,29793,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM308834.1,B.1.1.529,2021-12-28,complete,Homo sapiens,29796,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM335488.1,B.1.1.529,2021-12-30,complete,Homo sapiens,29826,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON384194.1,B.1.1.529,2022-03-24,complete,Homo sapiens,29819,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OP419266.1,B.1.1.529,2022-07-20,complete,Homo sapiens,29743,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,PQ281303.1,B.1.1.529,2023,complete,Homo sapiens,29750,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM280590.1,B.1.1.529,2021-12-23,complete,Homo sapiens,29765,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM570264.1,B.1.1.529,2021-12-19,complete,Homo sapiens,29740,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM245684.1,B.1.1.529,2021-12-22,complete,Homo sapiens,29732,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON375763.1,B.1.1.529,2022-01-09,complete,Homo sapiens,29865,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OP234047.1,B.1.1.529,2022-07-14,complete,Homo sapiens,29787,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OP419271.1,B.1.1.529,2022-07-10,complete,Homo sapiens,29751,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OY638186.1,B.1.1.529,2021-12-22,complete,Homo sapiens,29766,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OX717831.1,B.1.1.529,2022-01-02,complete,Homo sapiens,29879,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON208874.1,B.1.1.529,2022-01-24,complete,Homo sapiens,29787,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OX717092.1,B.1.1.529,2021-12-30,complete,Homo sapiens,29867,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM005489.1,B.1.1.529,2021-12-06,complete,Homo sapiens,29819,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OX315700.1,B.1.1.529,2021-12-26,complete,Homo sapiens,29894,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM896188.1,B.1.1.529,2022-01-10,complete,Homo sapiens,29690,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON313237.1,B.1.1.529,2022-02-10,complete,Homo sapiens,29767,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON313073.1,B.1.1.529,2022-02-16,complete,Homo sapiens,29781,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OW503219.1,B.1.1.529,2021-12-27,complete,Homo sapiens,29887,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON208924.1,B.1.1.529,2022-01-25,complete,Homo sapiens,29788,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OY648190.1,B.1.1.529,2022-02-05,complete,Homo sapiens,29773,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OV391574.1,B.1.1.529,2021-12-27,complete,Homo sapiens,29867,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OY714787.1,B.1.1.529,2022-01-01,complete,Homo sapiens,29828,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON264084.1,B.1.1.529,2022-01-26,complete,Homo sapiens,29793,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON069019.1,B.1.1.529,2022-02-03,complete,Homo sapiens,29775,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON230500.1,B.1.1.529,2022-01-25,complete,Homo sapiens,29784,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OY698293.1,B.1.1.529,2022-02-03,complete,Homo sapiens,29714,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON787331.1,B.1.1.529,2022-05-26,complete,Homo sapiens,29791,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM245504.1,B.1.1.529,2021-12-15,complete,Homo sapiens,29762,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM245513.1,B.1.1.529,2021-12-20,complete,Homo sapiens,29612,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM245608.1,B.1.1.529,2021-12-23,complete,Homo sapiens,29762,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OX083744.1,B.1.1.529,2022-01-09,complete,Homo sapiens,29882,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OX310786.1,B.1.1.529,2022-02-05,complete,Homo sapiens,29894,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OX314931.1,B.1.1.529,2022-01-12,complete,Homo sapiens,29900,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OY623760.1,B.1.1.529,2021-12-20,complete,Homo sapiens,29778,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OY663426.1,B.1.1.529,2022-02-05,complete,Homo sapiens,29782,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OY689687.1,B.1.1.529,2021-12-20,complete,Homo sapiens,29379,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OP419365.1,B.1.1.529,2022-07-18,complete,Homo sapiens,29769,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OX314241.1,B.1.1.529,2022-01-30,complete,Homo sapiens,29903,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM245725.1,B.1.1.529,2021-12-23,complete,Homo sapiens,29773,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON230809.1,B.1.1.529,2022-01-24,complete,Homo sapiens,29807,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON004330.1,B.1.1.529,2021-12-30,complete,Homo sapiens,29752,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM280984.1,B.1.1.529,2021-12-21,complete,Homo sapiens,29779,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OY666142.1,B.1.1.529,2022-02-03,complete,Homo sapiens,29874,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM098649.1,B.1.1.529,2021-12-19,complete,Homo sapiens,29792,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OX929155.1,B.1.1.529,2022-02-24,complete,Homo sapiens,29884,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON313342.1,B.1.1.529,2022-02-09,complete,Homo sapiens,29780,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON069001.1,B.1.1.529,2022-01-31,complete,Homo sapiens,29796,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON208936.1,B.1.1.529,2022-01-24,complete,Homo sapiens,29808,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON231021.1,B.1.1.529,2022-01-25,complete,Homo sapiens,29732,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM245518.1,B.1.1.529,2021-12-22,complete,Homo sapiens,29770,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON313296.1,B.1.1.529,2022-02-10,complete,Homo sapiens,29696,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON188715.1,B.1.1.529,2022-01-28,complete,Homo sapiens,29798,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM006206.1,B.1.1.529,2021-12-13,complete,Homo sapiens,29804,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OW110962.2,B.1.1.529,2021-12-21,complete,Homo sapiens,29875,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM457602.1,B.1.1.529,2021-12-22,complete,Homo sapiens,29757,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON263939.1,B.1.1.529,2022-01-26,complete,Homo sapiens,29736,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM335557.1,B.1.1.529,2021-12-30,complete,Homo sapiens,29799,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OW120272.1,B.1.1.529,2022-01-23,complete,Homo sapiens,29888,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM254637.1,B.1.1.529,2022-01-03,complete,Homo sapiens,29777,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON069000.1,B.1.1.529,2022-02-25,complete,Homo sapiens,29771,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM353648.1,B.1.1.529,2021-12-30,complete,Homo sapiens,29808,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OX895652.1,B.1.1.529,2021-12-15,complete,Homo sapiens,29870,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON094517.1,B.1.1.529,2022-03-03,complete,Homo sapiens,29734,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OX744364.1,B.1.1.529,2022-01-01,complete,Homo sapiens,29891,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON313150.1,B.1.1.529,2022-02-05,complete,Homo sapiens,29792,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON594884.1,B.1.1.529,2022-01-27,complete,Homo sapiens,29759,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON273857.1,B.1.1.529,2021-12-23,complete,Homo sapiens,29669,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OP419380.1,B.1.1.529,2022-07-18,complete,Homo sapiens,29779,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM245784.1,B.1.1.529,2021-12-21,complete,Homo sapiens,29785,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM245386.1,B.1.1.529,2021-12-21,complete,Homo sapiens,29763,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OY674685.1,B.1.1.529,2022-02-12,complete,Homo sapiens,29797,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OP419318.1,B.1.1.529,2022-07-18,complete,Homo sapiens,29796,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON204637.1,B.1.1.529,2022-01-26,complete,Homo sapiens,29748,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OY654137.1,B.1.1.529,2022-02-05,complete,Homo sapiens,29788,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM229101.1,B.1.1.529,2021-12-18,complete,Homo sapiens,29753,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OP419239.1,B.1.1.529,2022-07-18,complete,Homo sapiens,29772,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OW407105.1,B.1.1.529,2022-03-08,complete,Homo sapiens,29899,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OP231854.1,B.1.1.529,2022-07-13,complete,Homo sapiens,29764,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON068815.1,B.1.1.529,2022-02-23,complete,Homo sapiens,29784,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON071109.1,B.1.1.529,2022-01-28,complete,Homo sapiens,29808,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OX305543.1,B.1.1.529,2021-12-17,complete,Homo sapiens,29903,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM459616.1,B.1.1.529,2022-01-15,complete,Homo sapiens,29784,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OP435044.1,B.1.1.529,2022-07-11,complete,Homo sapiens,29749,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OX315131.1,B.1.1.529,2022-01-30,complete,Homo sapiens,29894,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OP419244.1,B.1.1.529,2022-07-15,complete,Homo sapiens,29743,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON305679.1,B.1.1.529,2022-02-02,complete,Homo sapiens,29778,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM098592.1,B.1.1.529,2021-12-19,complete,Homo sapiens,29817,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON306109.1,B.1.1.529,2022-01-28,complete,Homo sapiens,29779,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OX449037.1,B.1.1.529,2022-01-24,complete,Homo sapiens,29896,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OQ760849.1,B.1.1.529,2022-01-10,complete,Homo sapiens,29758,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON305911.1,B.1.1.529,2022-02-06,complete,Homo sapiens,29817,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON004297.1,B.1.1.529,2021-12-30,complete,Homo sapiens,29752,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM280900.1,B.1.1.529,2021-12-20,complete,Homo sapiens,29772,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OY710889.1,B.1.1.529,2022-02-03,complete,Homo sapiens,29884,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OP052605.1,B.1.1.529,2022-07-04,complete,Homo sapiens,29758,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM245814.1,B.1.1.529,2021-12-19,complete,Homo sapiens,29767,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON313368.1,B.1.1.529,2022-02-18,complete,Homo sapiens,29799,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OY655675.1,B.1.1.529,2022-02-05,complete,Homo sapiens,29862,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON208954.1,B.1.1.529,2022-01-24,complete,Homo sapiens,29793,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM525464.1,B.1.1.529,2021-12-09,complete,Homo sapiens,29807,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM229233.1,B.1.1.529,2021-12-17,complete,Homo sapiens,29764,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON313177.1,B.1.1.529,2022-02-09,complete,Homo sapiens,29779,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM245572.1,B.1.1.529,2021-12-18,complete,Homo sapiens,29762,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OX710107.1,B.1.1.529,2020,complete,Homo sapiens,29763,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM390337.1,B.1.1.529,2021-12-22,complete,Homo sapiens,29799,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OY649688.1,B.1.1.529,2022-02-05,complete,Homo sapiens,29767,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON068750.1,B.1.1.529,2022-01-31,complete,Homo sapiens,29772,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON263982.1,B.1.1.529,2022-01-26,complete,Homo sapiens,29779,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON071395.1,B.1.1.529,2022-02-23,complete,Homo sapiens,29772,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON118616.1,B.1.1.529,2022-01-24,complete,Homo sapiens,29790,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON313287.1,B.1.1.529,2022-02-07,complete,Homo sapiens,29841,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON313193.1,B.1.1.529,2022-02-06,complete,Homo sapiens,29778,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON118857.1,B.1.1.529,2022-01-22,complete,Homo sapiens,29793,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OP983388.1,B.1.1.529,2022-11-21,complete,Homo sapiens,29783,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM245558.1,B.1.1.529,2021-12-22,complete,Homo sapiens,29756,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM977290.1,B.1.1.529,2022-02-23,complete,Homo sapiens,29808,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM229895.1,B.1.1.529,2021-12-17,complete,Homo sapiens,29770,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,MZ690385.1,B.1.1.529,2021-07-06,complete,Homo sapiens,29770,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON800361.1,B.1.1.529,2022-05-27,complete,Homo sapiens,29768,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON052756.1,B.1.1.529,2021-12-23,complete,Homo sapiens,29738,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON305472.1,B.1.1.529,2022-01-27,complete,Homo sapiens,29797,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OR717328.1,B.1.1.529,2022-10-15,complete,Homo sapiens,29876,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM297021.1,B.1.1.529,2021-12-26,complete,Homo sapiens,29808,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM245417.1,B.1.1.529,2021-12-23,complete,Homo sapiens,29767,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON313115.1,B.1.1.529,2022-02-07,complete,Homo sapiens,29804,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OX307476.1,B.1.1.529,2021-12-19,complete,Homo sapiens,29900,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OP879932.1,B.1.1.529,2022-10-20,complete,Homo sapiens,29761,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OQ089024.1,B.1.1.529,2022-01-07,complete,Homo sapiens,29802,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM280930.1,B.1.1.529,2021-12-19,complete,Homo sapiens,29769,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OX964478.1,B.1.1.529,2021-12-02,complete,Homo sapiens,29759,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OX740755.1,B.1.1.529,2020,complete,Homo sapiens,29773,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM561667.1,B.1.1.529,2022-01-25,complete,Homo sapiens,29794,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM261331.1,B.1.1.529,2021-12-27,complete,Homo sapiens,29811,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OP218769.1,B.1.1.529,2021-09-01,complete,Homo sapiens,29824,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON118843.1,B.1.1.529,2022-01-24,complete,Homo sapiens,29781,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM245414.1,B.1.1.529,2021-12-20,complete,Homo sapiens,29762,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OX305382.1,B.1.1.529,2021-12-23,complete,Homo sapiens,29900,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OP419329.1,B.1.1.529,2022-07-15,complete,Homo sapiens,29774,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OY629017.1,B.1.1.529,2022-02-01,complete,Homo sapiens,29798,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OP879943.1,B.1.1.529,2022-10-06,complete,Homo sapiens,29758,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM229683.1,B.1.1.529,2021-12-17,complete,Homo sapiens,29770,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM324054.1,B.1.1.529,2022-01-07,complete,Homo sapiens,29752,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OQ444332.1,B.1.1.529,2023-01-29,complete,Homo sapiens,29789,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM083952.1,B.1.1.529,2021-12-15,complete,Homo sapiens,29800,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OY303049.1,B.1.1.529,2022-01-16,complete,Homo sapiens,29882,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM280887.1,B.1.1.529,2021-12-20,complete,Homo sapiens,29776,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM245643.1,B.1.1.529,2021-12-20,complete,Homo sapiens,29761,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OY684911.1,B.1.1.529,2022-01-06,complete,Homo sapiens,29774,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM353037.1,B.1.1.529,2021-12-30,complete,Homo sapiens,29796,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OX308042.1,B.1.1.529,2022-02-06,complete,Homo sapiens,29894,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OP419295.1,B.1.1.529,2022-07-02,complete,Homo sapiens,29808,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON003875.1,B.1.1.529,2022-02-03,complete,Homo sapiens,29781,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM261782.1,B.1.1.529,2021-12-28,complete,Homo sapiens,29792,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM245536.1,B.1.1.529,2021-12-21,complete,Homo sapiens,29756,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OP419406.1,B.1.1.529,2022-07-17,complete,Homo sapiens,29805,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM126592.1,B.1.1.529,2021-12-16,complete,Homo sapiens,29820,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OY330465.1,B.1.1.529,2022-01-08,complete,Homo sapiens,29879,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON118754.1,B.1.1.529,2022-01-24,complete,Homo sapiens,29796,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OY692623.1,B.1.1.529,2022-02-05,complete,Homo sapiens,29781,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM261313.1,B.1.1.529,2021-12-27,complete,Homo sapiens,29799,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OX478396.1,B.1.1.529,2022-02-22,complete,Homo sapiens,29890,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OX778269.1,B.1.1.529,2020,complete,Homo sapiens,29763,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM263440.1,B.1.1.529,2021-12-15,complete,Homo sapiens,29808,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM260423.1,B.1.1.529,2021-12-23,complete,Homo sapiens,29802,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON313281.1,B.1.1.529,2022-02-18,complete,Homo sapiens,29796,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM006040.1,B.1.1.529,2021-12-10,complete,Homo sapiens,29807,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OP879975.1,B.1.1.529,2022-10-27,complete,Homo sapiens,29766,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OX802536.1,B.1.1.529,2021-12-24,complete,Homo sapiens,29882,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM280819.1,B.1.1.529,2021-12-22,complete,Homo sapiens,29764,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM459652.1,B.1.1.529,2022-01-11,complete,Homo sapiens,29781,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON068964.1,B.1.1.529,2022-01-30,complete,Homo sapiens,29790,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM261247.1,B.1.1.529,2021-12-27,complete,Homo sapiens,29799,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OP419315.1,B.1.1.529,2022-07-17,complete,Homo sapiens,29805,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON226430.1,B.1.1.529,2022-01-26,complete,Homo sapiens,29782,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OX313760.1,B.1.1.529,2022-01-29,complete,Homo sapiens,29903,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OY661396.1,B.1.1.529,2022-02-05,complete,Homo sapiens,29773,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON069037.1,B.1.1.529,2022-01-31,complete,Homo sapiens,29780,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM261471.1,B.1.1.529,2021-12-27,complete,Homo sapiens,29799,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OX307981.1,B.1.1.529,2022-01-19,complete,Homo sapiens,29894,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OM245586.1,B.1.1.529,2021-12-22,complete,Homo sapiens,29770,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,ON637175.1,B.1.1.529,2022-01,complete,Homo sapiens,29814,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
1,OW120545.1,B.1.1.529,2022-01-28,complete,Homo sapiens,29876,4.3.4/1.37.1/v0.1.12/0.3.19/0.6.6
